article_id,window,links_A,mil_A,links_B,mil_B,share_A,share_B,phase
0572,aftermath_aug,10,5,4,2,0.5,0.5,other
0573,aftermath_aug,12,7,5,3,0.5833333333333334,0.6,other
0574,aftermath_aug,11,8,5,4,0.7272727272727273,0.8,other
0575,aftermath_aug,13,10,5,4,0.7692307692307693,0.8,other
0576,aftermath_aug,19,8,7,3,0.42105263157894735,0.42857142857142855,other
0577,aftermath_aug,36,6,13,2,0.16666666666666666,0.15384615384615385,other
0578,aftermath_aug,14,11,6,5,0.7857142857142857,0.8333333333333334,other
0579,aftermath_aug,20,7,10,2,0.35,0.2,other
0580,aftermath_aug,15,13,8,7,0.8666666666666667,0.875,other
0581,aftermath_aug,11,8,5,4,0.7272727272727273,0.8,other
0582,aftermath_aug,53,11,24,3,0.20754716981132076,0.125,other
0583,aftermath_aug,12,8,6,4,0.6666666666666666,0.6666666666666666,other
0584,aftermath_aug,11,8,5,4,0.7272727272727273,0.8,other
0585,aftermath_aug,12,6,6,3,0.5,0.5,other
0586,aftermath_aug,11,7,5,3,0.6363636363636364,0.6,other
0587,aftermath_aug,11,7,5,3,0.6363636363636364,0.6,other
0588,aftermath_aug,11,8,5,4,0.7272727272727273,0.8,other
0589,aftermath_aug,31,9,11,3,0.2903225806451613,0.2727272727272727,other
0590,aftermath_aug,18,3,7,1,0.16666666666666666,0.14285714285714285,other
0591,aftermath_aug,5,4,3,2,0.8,0.6666666666666666,other
0592,aftermath_aug,52,2,26,1,0.038461538461538464,0.038461538461538464,other
0593,aftermath_aug,30,4,16,1,0.13333333333333333,0.0625,other
0594,aftermath_aug,8,5,3,2,0.625,0.6666666666666666,other
0595,aftermath_aug,55,11,19,4,0.2,0.21052631578947367,other
0596,aftermath_aug,22,4,14,1,0.18181818181818182,0.07142857142857142,other
0597,aftermath_aug,15,12,6,5,0.8,0.8333333333333334,other
0598,aftermath_aug,19,2,12,2,0.10526315789473684,0.16666666666666666,other
0599,aftermath_aug,20,5,9,2,0.25,0.2222222222222222,other
0600,aftermath_aug,9,6,3,2,0.6666666666666666,0.6666666666666666,other
0601,aftermath_aug,13,3,6,2,0.23076923076923078,0.3333333333333333,other
0602,aftermath_aug,5,2,3,1,0.4,0.3333333333333333,other
0603,aftermath_aug,36,8,16,3,0.2222222222222222,0.1875,other
0604,aftermath_aug,22,5,9,2,0.22727272727272727,0.2222222222222222,other
0605,aftermath_aug,12,3,6,1,0.25,0.16666666666666666,other
0606,aftermath_aug,13,2,8,1,0.15384615384615385,0.125,other
0607,aftermath_aug,25,4,8,1,0.16,0.125,other
0608,aftermath_aug,24,1,9,1,0.041666666666666664,0.1111111111111111,other
0609,aftermath_aug,25,7,10,2,0.28,0.2,other
0610,aftermath_aug,23,0,11,0,0.0,0.0,other
0611,aftermath_aug,9,3,4,1,0.3333333333333333,0.25,other
0612,aftermath_aug,30,3,12,1,0.1,0.08333333333333333,other
0613,aftermath_aug,13,7,8,4,0.5384615384615384,0.5,other
0614,aftermath_aug,36,6,18,2,0.16666666666666666,0.1111111111111111,other
0615,aftermath_aug,15,1,8,1,0.06666666666666667,0.125,other
0616,aftermath_aug,11,3,6,2,0.2727272727272727,0.3333333333333333,other
0617,aftermath_aug,29,5,13,2,0.1724137931034483,0.15384615384615385,other
0618,aftermath_aug,24,6,9,2,0.25,0.2222222222222222,other
0619,aftermath_aug,10,2,6,1,0.2,0.16666666666666666,other
0620,aftermath_aug,54,13,18,3,0.24074074074074073,0.16666666666666666,other
0621,aftermath_aug,15,3,8,1,0.2,0.125,other
0622,aftermath_aug,39,19,13,7,0.48717948717948717,0.5384615384615384,other
0623,aftermath_aug,9,3,5,1,0.3333333333333333,0.2,other
0624,aftermath_aug,15,3,8,1,0.2,0.125,other
0625,aftermath_aug,21,0,4,0,0.0,0.0,other
0626,aftermath_aug,18,0,7,0,0.0,0.0,other
0627,aftermath_aug,6,3,2,1,0.5,0.5,other
0628,aftermath_aug,35,7,17,4,0.2,0.23529411764705882,other
0629,aftermath_aug,21,0,5,0,0.0,0.0,other
0630,aftermath_aug,11,2,4,1,0.18181818181818182,0.25,other
0631,aftermath_aug,11,3,5,1,0.2727272727272727,0.2,other
0632,aftermath_aug,22,4,10,2,0.18181818181818182,0.2,other
0633,aftermath_aug,21,9,10,4,0.42857142857142855,0.4,other
0634,aftermath_aug,17,0,5,0,0.0,0.0,other
0635,aftermath_aug,11,0,5,0,0.0,0.0,other
0636,aftermath_aug,7,0,2,0,0.0,0.0,other
0637,aftermath_aug,24,1,14,1,0.041666666666666664,0.07142857142857142,other
0638,aftermath_aug,30,5,11,1,0.16666666666666666,0.09090909090909091,other
0639,aftermath_aug,14,1,9,1,0.07142857142857142,0.1111111111111111,other
0640,aftermath_aug,12,0,8,0,0.0,0.0,other
0641,aftermath_aug,18,4,9,1,0.2222222222222222,0.1111111111111111,other
0642,aftermath_aug,10,0,4,0,0.0,0.0,other
0643,aftermath_aug,10,5,6,3,0.5,0.5,other
0644,aftermath_aug,18,4,7,1,0.2222222222222222,0.14285714285714285,other
0645,aftermath_aug,17,1,7,1,0.058823529411764705,0.14285714285714285,other
0646,aftermath_aug,19,5,15,4,0.2631578947368421,0.26666666666666666,other
0647,aftermath_aug,18,12,8,5,0.6666666666666666,0.625,other
0648,aftermath_aug,7,0,5,0,0.0,0.0,other
