n_links,mean,sd,median,p75,p80,p90,p95,max,within_2,within_7,within_12
84211,8.270938475971073,9.26208551532785,5.0,12.0,14.0,20.0,26.0,173,32.03738228972462,60.01353742385199,76.41400767120685
