window,actor,metric,value,centrality_method
buildup_may,ISRAEL,betweenness_centrality,0.016910203979256435,exact
buildup_may,UK,betweenness_centrality,0.007810674333509901,exact
buildup_may,WITKOFF,betweenness_centrality,0.0012098650535132618,exact
buildup_may,IAEA,betweenness_centrality,0.016910203979256435,exact
buildup_may,BIDEN,betweenness_centrality,0.0,exact
buildup_may,KHAMENEI,betweenness_centrality,0.0012098650535132618,exact
buildup_may,UKRAINE,betweenness_centrality,0.0,exact
buildup_may,US_CONGRESS,betweenness_centrality,0.0,exact
buildup_may,HAMAS,betweenness_centrality,0.0,exact
buildup_may,UAE,betweenness_centrality,0.0,exact
buildup_may,SYRIA,betweenness_centrality,0.0,exact
buildup_may,DEMOCRATS,betweenness_centrality,0.0,exact
buildup_may,OMAN,betweenness_centrality,0.003742883012473813,exact
buildup_may,PUTIN,betweenness_centrality,0.0,exact
buildup_may,HEZBOLLAH,betweenness_centrality,0.0,exact
buildup_may,NATO,betweenness_centrality,0.0,exact
buildup_may,UN_SECURITY_COUNCIL,betweenness_centrality,0.0,exact
buildup_may,OBAMA,betweenness_centrality,0.0,exact
buildup_may,NETANYAHU,betweenness_centrality,0.0012098650535132618,exact
buildup_may,GERMANY,betweenness_centrality,0.003742883012473813,exact
buildup_may,US_SENATE,betweenness_centrality,0.0,exact
buildup_may,VANCE,betweenness_centrality,0.0,exact
buildup_may,IRAQ,betweenness_centrality,0.0009420439317815942,exact
buildup_may,IRAN,betweenness_centrality,0.016910203979256435,exact
buildup_may,BAHRAIN,betweenness_centrality,0.0,exact
buildup_may,HOUTHIS,betweenness_centrality,0.0,exact
buildup_may,TRUMP,betweenness_centrality,0.007820254013589026,exact
buildup_may,PEZESHKIAN,betweenness_centrality,0.016910203979256435,exact
buildup_may,CHINA,betweenness_centrality,0.0,exact
buildup_may,REPUBLICANS,betweenness_centrality,0.0,exact
buildup_may,USA,betweenness_centrality,0.016910203979256435,exact
buildup_may,GAZA,betweenness_centrality,0.005862279680013834,exact
buildup_may,SAUDI_ARABIA,betweenness_centrality,0.0,exact
buildup_may,YEMEN,betweenness_centrality,0.0,exact
