n_links,mean,sd,median,p75,p80,p90,p95,max,within_2,within_7,within_12
13401,8.652190135064547,9.89221712098062,5.0,13.0,15.0,21.0,28.0,137,32.28117304678755,59.07021864039997,74.89739571673756
